CustomerId,Surname,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15609618,Fanucci,Germany,Male,28.0,9,154475.54,2,Yes,Yes,101300.94,1
15675522,Ko,Germany,Female,30.0,9,132351.29,2,Yes,Yes,74169.13,0
15705512,Welch,Germany,Female,37.0,6,167864.4,1,No,No,115638.29,0
15698028,Duncan,France,Female,41.0,1,0.0,2,No,No,31766.3,0
15661670,Chidozie,Germany,Female,31.0,8,107818.63,1,No,No,199725.39,1
15600781,Wu,Germany,Male,34.0,4,185173.81,2,No,No,120834.48,0
15682472,Culbreth,French,Male,34.0,8,129433.34,2,No,No,38131.77,0
15580203,,Spain,Male,,6,120193.42,1,No,No,-999999.0,0
15690673,Cameron,French,Female,39.0,6,0.0,2,No,No,141069.88,0
15760085,Calabresi,Germany,Female,48.0,10,126384.42,1,Yes,Yes,198129.36,0
15779659,Zetticci,FRA,Female,28.0,3,0.0,1,No,No,183646.41,0
15627360,Fuller,France,Male,42.0,9,152603.45,1,No,No,110265.24,1
15671137,MacDonald,France,Female,52.0,1,0.0,1,Yes,Yes,8636.05,1
15782688,Piccio,Germany,Male,56.0,0,148507.24,1,No,No,46824.08,1
15575492,Kennedy,FRA,Female,41.0,7,0.0,2,No,No,171378.77,0
15591607,Fernie,FRA,Male,24.0,9,101827.07,1,No,No,167256.35,0
15740404,He,FRA,Female,34.0,3,0.0,2,Yes,Yes,124226.16,0
15718369,Kaodilinakachukwu,Germany,Female,33.0,9,130862.43,1,Yes,Yes,114935.21,0
15677871,Cocci,France,Male,38.0,9,122570.87,1,Yes,Yes,35608.88,0
15642004,Alekseeva,French,Male,25.0,1,0.0,2,Yes,Yes,16459.37,0
15712543,Chinweike,Germany,Male,39.0,7,124828.46,2,Yes,Yes,124411.08,0
15584518,Arthur,Germany,Female,50.0,5,144895.05,2,Yes,Yes,34941.23,0
15802381,Li,Germany,Female,34.0,5,63663.93,1,Yes,Yes,167784.28,0
15610156,Ma,FRA,Male,40.0,2,133463.1,1,Yes,Yes,93165.34,0
15594408,Chia,Spain,Female,48.0,2,213146.2,1,No,No,75161.25,1
15640905,Vasin,Spain,Female,35.0,1,129490.36,2,Yes,Yes,8590.83,1
15698932,Groves,Germany,Male,44.0,10,137452.09,1,No,No,189543.9,0
15724944,Tien,France,Male,34.0,7,0.0,2,Yes,Yes,180427.24,0
15628145,Forwood,FRA,Female,43.0,5,125851.93,1,Yes,Yes,193318.33,0
15713483,Greeves,Spain,Male,52.0,2,0.0,1,No,No,159123.82,1
15612350,Taylor,FRA,Female,31.0,5,40915.55,1,No,No,126213.84,1
15800703,Madukwe,Spain,Female,21.0,5,113157.22,1,Yes,Yes,54141.5,0
15705707,Bennelong,Spain,Female,29.0,8,138296.94,2,No,No,141075.51,0
15754105,Olisanugo,French,Male,37.0,5,106967.18,1,No,No,24495.03,0
15703264,Chukwufumnanya,France,Male,44.0,9,120681.63,1,No,No,74836.34,0
15794413,Harris,France,Male,32.0,0,0.0,2,Yes,Yes,878.87,0
15650237,Morgan,Spain,Female,32.0,7,0.0,2,No,No,89520.75,0
15759618,Alexeeva,French,Female,48.0,9,0.0,1,No,No,149892.79,1
15811589,Metcalfe,Spain,Male,42.0,8,0.0,2,No,No,180800.42,0
15689044,Humphries,France,Male,37.0,2,127609.59,1,No,No,98646.22,0
15709368,Milne,French,Female,43.0,6,0.0,2,Yes,Yes,109041.53,0
15679145,Chou,Spain,Male,57.0,7,0.0,1,No,No,17941.16,1
15655007,Li,French,Female,33.0,7,0.0,2,No,No,82996.47,0
15623595,Clayton,Spain,Female,28.0,2,0.0,2,Yes,Yes,92067.35,0
15589975,Maclean,French,Female,73.0,6,97259.25,1,Yes,Yes,104719.66,0
15804017,Chigolum,Germany,Female,33.0,4,123246.7,1,No,No,112687.57,0
15692132,Wilkinson,Spain,Female,22.0,6,101060.25,1,Yes,Yes,84699.56,0
15641122,Wei,French,Male,30.0,2,0.0,2,No,No,83473.82,0
15630910,Treacy,FRA,Female,49.0,7,108007.36,1,No,No,47125.11,0
15680772,Hu,Spain,Female,36.0,2,0.0,2,Yes,Yes,106977.8,0
15658929,Taverner,Spain,Male,29.0,0,133702.89,1,No,No,55582.54,1
15585388,Sherman,Germany,Male,31.0,9,125189.75,2,Yes,Yes,139874.43,0
15724623,Taubman,Germany,Female,24.0,7,113034.22,1,No,No,162503.48,1
15588537,Robinson,Spain,Female,41.0,9,109013.23,1,No,No,196499.96,0
15574692,Pinto,Spain,Female,39.0,2,0.0,2,No,No,40721.24,1
15611325,Wood,Germany,Male,24.0,9,57929.81,2,No,No,53134.3,0
15587562,Hawkins,French,Female,29.0,4,130114.39,1,No,No,164017.89,0
15613172,Sun,Germany,Male,27.0,5,95826.49,2,No,No,155996.96,0
15651022,Yost,Germany,Male,44.0,10,129608.57,1,No,No,5472.7,1
15586310,Ting,French,Male,30.0,4,169462.09,1,No,No,112187.11,0
15625524,Rowe,France,Male,40.0,5,0.0,2,Yes,Yes,146457.83,0
15755209,Fu,Spain,Female,35.0,7,133868.21,1,Yes,Yes,27286.1,0
15645248,Ho,French,Female,30.0,0,0.0,2,Yes,Yes,130553.47,0
15790355,Okechukwu,Germany,Male,36.0,5,190479.48,2,No,No,179351.89,0
15762615,Campbell,Spain,Female,40.0,8,101993.12,1,Yes,Yes,94774.12,0
15625426,Ashbolt,Germany,Female,55.0,3,161608.81,1,No,No,8080.85,1
15716334,Rozier,Spain,Female,45.0,2,122311.21,1,Yes,Yes,19482.5,0
15789669,Hsia,FRA,Male,65.0,2,0.0,2,Yes,Yes,48071.61,0
15621075,Ogbonnaya,Germany,Female,45.0,1,162150.42,2,No,No,174531.27,0
15810845,T'ang,FRA,Male,42.0,2,0.0,2,Yes,Yes,55470.78,0
15719377,Cocci,French,Female,50.0,4,0.0,1,Yes,Yes,8546.87,1
15654506,Chang,France,Male,32.0,8,0.0,2,No,No,95857.18,0
15771977,T'ao,FRA,Female,39.0,1,99010.67,1,No,No,194945.8,0
15708710,Ford,Spain,Female,37.0,0,0.0,1,Yes,Yes,131521.72,0
15726676,Marshall,Spain,Male,30.0,5,0.0,2,Yes,Yes,196108.51,0
15587421,Tsai,Germany,Female,34.0,7,111388.18,2,No,No,148564.76,0
15726931,Onwumelu,FRA,Female,41.0,8,56214.85,2,No,No,92982.61,1
15771086,Graham,French,Female,36.0,3,84327.77,2,No,No,17675.36,0
15756850,Golovanov,French,Male,40.0,1,0.0,2,No,No,114996.43,0
15702741,Potts,French,Male,32.0,8,93012.89,1,No,No,86957.42,0
15679200,Crawford,Spain,Male,29.0,9,61710.44,2,No,No,128077.8,0
15594815,Aleshire,France,Male,35.0,3,174790.15,1,Yes,Yes,600.36,0
15635905,Moran,Spain,Female,32.0,6,0.0,2,Yes,Yes,43001.46,0
15777892,Samsonova,Germany,Male,37.0,3,107720.64,1,Yes,Yes,158591.12,0
15656176,Jenkins,France,Male,57.0,10,0.0,2,Yes,Yes,47847.19,0
15811127,Volkov,FRA,Male,35.0,6,96423.84,1,No,No,10488.44,0
15604482,Chiemezie,Spain,Male,30.0,2,141040.01,1,Yes,Yes,5978.2,0
15622911,Jude,FRA,Male,42.0,4,105420.18,1,Yes,Yes,121409.06,0
15600974,He,Spain,Male,50.0,5,0.0,1,Yes,Yes,146145.93,1
15727868,Onuora,France,Female,38.0,2,129022.06,2,Yes,Yes,14374.86,1
15627801,Ginikanwa,Spain,Male,33.0,3,176666.62,1,No,No,94670.77,0
15773039,Ku,France,Male,37.0,3,0.0,1,Yes,Yes,179670.31,0
15755262,McDonald,Spain,Female,41.0,3,89763.84,1,No,No,199304.74,1
15679531,Collins,France,Male,34.0,5,134954.53,1,Yes,Yes,151954.39,0
15684181,Hackett,French,Male,45.0,5,0.0,1,No,No,142513.5,1
15612087,Dike,France,Male,45.0,2,106376.85,1,Yes,Yes,158264.62,0
15752047,Trevisano,Germany,Male,33.0,2,161814.64,2,No,No,169381.9,0
15624592,Tan,French,Male,31.0,8,0.0,2,Yes,Yes,169915.02,0
15573152,Glassman,French,Female,41.0,9,0.0,2,No,No,88852.47,0
15594917,Miller,French,Female,34.0,1,63095.01,1,Yes,Yes,40645.81,0
15785542,Kornilova,Germany,Male,26.0,4,118287.01,2,No,No,60427.3,0
15723488,Watson,Germany,Male,47.0,7,106854.21,1,Yes,Yes,157959.02,1
15680920,Marchesi,French,Male,46.0,7,49512.55,1,No,No,133007.34,0
15786308,Millar,Spain,Female,33.0,9,0.0,2,No,No,176576.62,0
15659366,Shih,FRA,Male,43.0,1,105799.32,2,No,No,34888.04,1
15774854,Fuller,FRA,Male,54.0,8,0.0,1,Yes,Yes,28737.71,1
15725311,Hay,France,Female,31.0,9,114722.05,2,Yes,Yes,98178.57,0
15787155,Yang,Spain,Male,30.0,7,0.0,1,Yes,Yes,125010.24,0
15727829,McIntyre,FRA,Male,42.0,2,0.0,2,Yes,Yes,167984.61,0
15733247,Stevenson,France,Male,33.0,10,0.0,1,No,No,4861.72,1
15568748,Poole,Germany,Male,45.0,6,99564.22,1,Yes,Yes,108872.45,1
15699029,Bagley,FRA,Male,37.0,4,170557.91,2,No,No,198252.88,0
15774393,Ch'ien,French,Female,30.0,9,0.0,2,Yes,Yes,26960.31,0
15676895,Cattaneo,Germany,Female,39.0,6,74596.15,3,Yes,Yes,85746.52,1
15637753,O'Sullivan,Germany,Male,50.0,2,96888.39,1,No,No,77206.25,1
15605461,Lucas,Germany,Female,29.0,3,130830.22,1,No,No,61048.53,0
15808473,Ringrose,France,Male,72.0,1,0.0,2,Yes,Yes,111981.19,0
15627000,Freeman,FRA,Male,40.0,0,0.0,2,No,No,62232.6,0
15787174,Sergeyev,French,Female,37.0,1,0.0,2,Yes,Yes,156105.03,0
15723886,Fiore,Germany,Male,20.0,3,119714.25,2,Yes,Yes,150135.38,0
15704769,Smith,French,Female,67.0,5,113978.97,2,Yes,Yes,93146.11,0
15772896,Dumetochukwu,Germany,Male,42.0,6,100160.75,1,No,No,33462.94,1
15711540,Pacheco,France,Female,29.0,2,0.0,1,Yes,Yes,144375.0,0
15764866,Synnot,Germany,Female,43.0,3,116220.5,3,No,No,55803.96,1
15794056,Johnston,France,Female,46.0,2,0.0,3,No,No,89048.46,1
15795149,Stevens,FRA,Male,28.0,2,81173.83,2,Yes,Yes,162812.16,0
15812009,Grant,Spain,Male,38.0,4,0.0,2,No,No,136259.65,0
15651001,Tsao,Germany,Female,39.0,5,116803.8,1,No,No,124052.97,0
15813844,Barnes,FRA,Male,37.0,8,105961.68,2,Yes,Yes,74158.8,0
15596175,McIntosh,Germany,Male,67.0,6,117411.6,1,Yes,Yes,45071.09,1
15576269,Madison,Spain,Male,34.0,7,0.0,2,No,No,62030.06,0
15797219,Ifesinachi,France,Female,40.0,10,123497.58,1,No,No,131953.23,1
15685500,Glazkov,Germany,Male,26.0,7,152400.51,2,No,No,79414.0,0
15599792,Dimauro,FRA,Female,26.0,1,0.0,2,Yes,Yes,199638.56,0
15657566,Wieck,Germany,Male,24.0,8,103097.85,1,Yes,Yes,157577.29,0
15772423,Liao,Germany,Male,54.0,8,126418.14,1,No,No,134420.75,1
15628112,Hughes,Germany,Female,36.0,5,77846.9,1,No,No,99805.99,0
15753754,Morrison,Spain,Female,34.0,1,0.0,2,Yes,Yes,97932.68,0
15793726,Matveyeva,France,Female,79.0,0,0.0,2,Yes,Yes,170968.99,0
15694717,Ku,Germany,Male,37.0,2,79731.91,1,Yes,Yes,57558.95,0
15665834,Cheatham,Spain,Male,28.0,8,0.0,1,No,No,176713.47,0
15765297,Yao,Spain,Male,41.0,0,0.0,2,Yes,Yes,34283.23,0
15636684,Kirkland,FRA,Male,34.0,10,0.0,2,Yes,Yes,198637.34,0
15592979,Rose,Germany,Female,34.0,6,37266.67,2,No,No,156917.12,0
15750803,Jess,FRA,Female,30.0,6,127992.25,1,Yes,Yes,50457.2,0
15607178,Welch,Germany,Male,38.0,3,54901.01,1,Yes,Yes,140075.55,0
15713853,Ifeajuna,Germany,Male,42.0,9,108748.08,2,Yes,Yes,65323.11,0
15673481,Morton,Spain,Female,48.0,6,99906.19,1,No,No,64323.24,0
15686776,Rossi,FRA,Female,32.0,6,184686.41,2,No,No,14956.44,0
15673693,Reppert,France,Female,26.0,0,110654.02,1,Yes,Yes,111879.21,0
15700696,Kang,Spain,Male,31.0,9,79019.8,1,Yes,Yes,18606.23,0
15813163,Ch'iu,Spain,Female,36.0,9,99240.51,1,No,No,123137.01,0
15653857,Wallis,French,Male,34.0,2,0.0,2,Yes,Yes,148528.24,0
15777076,Clark,France,Male,36.0,7,0.0,2,No,No,13898.31,0
15717398,Fielding,Spain,Female,39.0,7,0.0,1,No,No,81259.25,1
15799217,Zetticci,Germany,Female,35.0,7,52436.2,1,No,No,161051.75,0
15787071,Dulhunty,Spain,Male,41.0,9,0.0,2,Yes,Yes,191599.67,0
15619955,Bevington,Germany,Male,34.0,3,100337.96,3,No,No,48559.19,1
15796505,Boyle,Germany,Female,34.0,1,149297.19,2,Yes,Yes,186339.74,0
15725166,Newton,French,Male,30.0,8,0.0,2,No,No,33159.37,0
15800116,Bowman,Germany,Male,28.0,4,145605.44,1,Yes,Yes,93883.53,0
15758685,Dubinina,Spain,Female,37.0,7,0.0,2,Yes,Yes,110899.3,0
15694456,Toscani,French,Male,62.0,3,0.0,1,Yes,Yes,11199.04,1
15767339,Chiazagomekpere,French,Female,53.0,10,0.0,2,No,No,189992.97,0
15683562,Allen,French,Male,35.0,6,84026.86,1,Yes,Yes,164255.69,0
15782210,K'ung,French,Male,46.0,1,0.0,1,No,No,152167.79,1
15668893,Wilsmore,France,Male,39.0,8,0.0,2,Yes,Yes,33949.67,0
15669169,Hargreaves,Spain,Male,29.0,10,0.0,2,Yes,Yes,68143.93,0
15643024,Huang,Germany,Male,35.0,4,138718.92,1,Yes,Yes,47251.79,1
15699389,Ch'ien,French,Male,42.0,7,118274.71,1,Yes,Yes,25885.72,0
15708608,Wallwork,FRA,Female,22.0,8,174185.98,2,Yes,Yes,192633.85,0
15626144,Chu,French,Male,40.0,7,113208.86,2,No,No,34577.36,0
15573112,Kang,Spain,Male,29.0,5,103907.28,1,No,No,161229.84,0
15790678,Davidson,FRA,Female,32.0,8,119023.28,1,No,No,100816.29,0
15727556,O'Donnell,Spain,Female,26.0,5,166297.89,1,Yes,Yes,181694.44,0
15697307,Nnachetam,Spain,Male,34.0,10,0.0,2,No,No,79078.91,0
15652266,Chidiebele,Germany,Male,42.0,9,63227.0,1,Yes,Yes,137316.32,0
15607098,Ahmed,Spain,Female,41.0,5,94521.17,2,No,No,194926.86,0
15655774,Booth,French,Male,27.0,7,0.0,2,No,No,51285.49,0
15590241,Chuang,Spain,Female,34.0,9,112822.26,1,No,No,150401.53,1
15785819,Shao,FRA,Male,38.0,3,0.0,2,Yes,Yes,112491.96,0
15723654,Tsao,French,Male,25.0,2,135903.33,1,No,No,73656.38,0
15774510,Tien,FRA,Female,31.0,4,125169.26,1,Yes,Yes,106636.89,0
15684173,Chang,Spain,Female,44.0,7,0.0,3,No,No,155853.52,1
15650068,Johnson,French,Male,58.0,0,149117.31,1,Yes,Yes,162599.51,0
15811490,French,France,Male,33.0,5,0.0,2,Yes,Yes,103737.82,0
15803976,Efremov,FRA,Female,31.0,10,0.0,2,No,No,160990.27,0
15682541,Hartley,Spain,Female,36.0,6,132311.71,1,No,No,15462.84,0
15695699,Calabrese,FRA,Male,35.0,8,0.0,2,No,No,10334.05,0
15624188,Chiu,FRA,Female,33.0,6,0.0,2,Yes,Yes,190686.16,0
15812191,Brennan,French,Male,33.0,4,118082.89,1,No,No,94440.45,0
15636673,Onwuatuegwu,France,Male,31.0,1,119266.69,1,Yes,Yes,28257.63,0
15594898,Hewitt,French,Male,43.0,2,0.0,1,Yes,Yes,170034.95,1
15660211,Shih,Germany,Male,35.0,7,156847.29,2,No,No,31824.29,0
15773972,Balashov,FRA,Male,50.0,4,137104.47,1,No,No,127166.49,1
15746726,Doyle,Germany,Male,31.0,8,78398.69,1,No,No,44937.01,0
15712287,Pokrovskii,FRA,Female,80.0,4,0.0,2,Yes,Yes,188603.07,0
15702919,Collins,Germany,Male,30.0,6,63669.42,1,No,No,145111.37,0
15674398,Russo,French,Male,38.0,3,0.0,2,No,No,171463.83,0
15797960,Skinner,Germany,Female,59.0,0,135296.33,1,No,No,182822.5,0
15631868,Robertson,Spain,Male,36.0,2,153804.44,1,Yes,Yes,87213.33,0
15581539,Atkinson,Spain,Male,37.0,3,0.0,2,No,No,57175.32,0
15662736,Doyle,FRA,Male,49.0,2,147069.78,1,No,No,120540.83,1
15666252,Ritchie,Spain,Male,42.0,9,0.0,2,Yes,Yes,28714.34,0
15677512,McEncroe,Spain,Female,22.0,3,0.0,1,No,No,85426.28,0
15626114,Pearson,France,Male,24.0,4,95741.75,1,No,No,46170.75,0
15810834,Gordon,Spain,Female,57.0,2,145965.33,1,Yes,Yes,64448.36,0
15678910,Ts'ai,FRA,Female,30.0,8,141441.75,1,Yes,Yes,16278.97,0
15694408,Lung,France,Male,40.0,1,139290.41,1,No,No,182855.42,1
15585215,Yuan,France,Female,31.0,4,0.0,2,No,No,50404.72,0
15682757,Pardey,FRA,Male,30.0,3,0.0,2,No,No,107640.25,0
15736601,Tai,FRA,Male,35.0,4,144428.87,1,No,No,134132.65,0
15601848,Scott,FRA,Male,35.0,2,0.0,2,No,No,103480.69,0
15736008,Hunter,French,Female,46.0,9,95441.27,1,No,No,108761.05,1
15669064,Mazzanti,Germany,Male,35.0,1,144848.74,1,Yes,Yes,179012.3,0
15624528,L?,Germany,Male,26.0,7,116244.14,2,Yes,Yes,95145.14,0
15598493,Beach,FRA,Male,50.0,7,0.0,2,Yes,Yes,72143.44,0
15601274,Hsieh,Spain,Female,40.0,1,146502.07,1,No,No,19162.89,0
15702669,Faulkner,Germany,Male,44.0,2,117028.6,2,Yes,Yes,144680.18,0
15728669,Knowles,Germany,Female,30.0,8,112013.81,1,No,No,177772.03,1
15742668,Day,Spain,Female,37.0,6,108269.37,1,No,No,5597.94,0
15697441,Hsueh,French,Male,29.0,7,182123.79,1,No,No,116828.51,1
15740476,Tsao,Germany,Female,32.0,3,150923.74,2,Yes,Yes,174652.51,0
