CustomerId,Surname,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15647091,Endrizzi,Germany,Male,19.0,0,"€75,888.20",1,No,No,"€45,613.75",0
15623944,T'ien,Spain,Female,66.0,4,€0.00,1,No,No,"€1,643.11",1
15804771,Velazquez,FRA,Male,51.0,4,"€40,685.92",1,Yes,Yes,"€46,775.28",0
15651280,Hunter,Germany,Male,35.0,5,"€136,857.00",1,No,No,"€84,509.57",0
15773469,Clark,Germany,Female,27.0,9,"€152,328.88",2,No,No,"€126,494.82",0
15702014,Jeffrey,Spain,Male,33.0,1,"€56,084.69",2,No,No,"€178,798.13",0
15751208,Pirozzi,Spain,Male,56.0,8,"€78,707.16",1,Yes,Yes,"€99,398.36",0
15592461,Jackson,Germany,Male,26.0,4,"€109,166.37",1,Yes,Yes,"€92,840.67",0
15789484,Hammond,Germany,Female,36.0,6,"€169,831.46",2,Yes,Yes,"€27,758.36",0
15696061,Brownless,Germany,Female,34.0,1,"€101,633.04",1,No,No,"€110,431.51",0
15641582,Chibugo,Germany,Male,43.0,10,"€123,180.01",2,Yes,Yes,"€196,673.28",0
15638424,Glauert,Germany,Female,35.0,5,"€150,725.53",2,Yes,Yes,"€113,656.85",0
15755648,Pisano,FRA,Female,21.0,8,"€98,373.26",1,No,No,"€18,203.00",0
15703793,Konovalova,Germany,Male,58.0,2,"€133,745.44",4,No,No,"€28,373.86",1
15620344,McKee,France,Male,29.0,6,€0.00,1,No,No,"€33,953.87",0
15812518,Palermo,Spain,Female,37.0,0,"€163,607.18",1,Yes,Yes,"€44,203.55",0
15779052,Ballard,Germany,Female,25.0,5,"€157,780.84",2,Yes,Yes,"€58,426.81",0
15770811,Wallace,FRA,Male,36.0,9,€0.00,2,Yes,Yes,"€145,562.40",0
15780961,Cavenagh,France,Female,21.0,1,"€178,718.19",2,No,No,"€22,388.00",0
15614049,Hu,FRA,Male,55.0,8,€0.00,2,Yes,Yes,"€139,161.64",0
15662085,Read,FRA,Female,32.0,9,€0.00,1,Yes,Yes,"€148,210.64",0
15575185,Bushell,Spain,Male,33.0,5,"€77,253.22",1,Yes,Yes,"€194,239.63",0
15803136,Postle,Germany,Female,41.0,10,"€122,189.66",2,No,No,"€98,301.61",0
15706021,Buley,France,Female,34.0,1,"€96,645.54",2,No,No,"€171,413.66",0
15663706,Leonard,France,Female,32.0,2,€0.00,1,No,No,"€136,458.19",1
15641732,Mills,France,Female,36.0,3,€0.00,2,No,No,"€26,019.59",0
15701164,Onyeorulu,FRA,Female,34.0,4,"€90,307.62",1,Yes,Yes,"€159,235.29",0
15738751,Beit,France,Female,46.0,4,€0.00,2,No,No,"€1,907.66",0
15805254,Ndukaku,Spain,Female,75.0,10,€0.00,2,Yes,Yes,"€114,675.75",0
15762418,Gant,Spain,Male,22.0,3,"€121,681.82",1,No,No,"€128,643.35",1
15625759,Rowley,France,Male,30.0,9,€0.00,2,No,No,"€151,869.35",0
15622897,Sharpe,French,Female,46.0,4,€0.00,3,No,No,"€93,251.42",1
15767954,Osborne,Germany,Female,28.0,3,"€81,623.67",2,Yes,Yes,"€156,791.36",0
15757535,Heap,Spain,Female,44.0,5,€0.00,3,Yes,Yes,"€174,205.22",1
15731511,Ritchie,France,Male,45.0,7,"€118,626.55",2,No,No,"€147,132.46",0
15809248,Cole,FRA,Female,36.0,10,€0.00,2,No,No,"€109,614.57",0
15640635,Capon,FRA,Male,29.0,8,€0.00,2,Yes,Yes,"€172,290.61",0
15676966,Capon,Spain,Male,42.0,4,€0.00,2,Yes,Yes,"€85,982.47",0
15699461,Fiorentini,Spain,Male,35.0,10,"€176,273.95",1,Yes,Yes,"€121,277.78",0
15738721,Graham,Spain,Male,41.0,9,"€102,827.44",1,Yes,Yes,"€64,595.25",0
15693683,Yuille,Germany,Male,29.0,8,"€97,086.40",2,Yes,Yes,"€197,276.13",0
15604348,Allard,Spain,Male,22.0,8,€0.00,2,No,No,"€99,645.04",0
15633059,Fanucci,France,Male,34.0,9,€0.00,2,No,No,"€6,534.18",0
15808582,Fu,FRA,Female,40.0,6,€0.00,1,Yes,Yes,"€161,848.03",0
15743192,Hung,French,Female,44.0,6,€0.00,2,No,No,"€167,162.43",0
15580146,Hung,France,Male,31.0,9,"€82,674.15",1,No,No,"€41,970.72",0
15776605,Bradley,Spain,Male,36.0,7,€0.00,2,No,No,"€60,536.56",0
15804919,Dunbabin,Spain,Female,65.0,1,€0.00,1,Yes,Yes,"€177,655.68",1
15613854,Mauldon,Spain,Female,46.0,4,"€107,073.27",2,Yes,Yes,"€30,984.59",1
15599195,Stiger,Germany,Male,32.0,1,"€88,938.62",1,Yes,Yes,"€10,054.53",0
15812878,Parsons,Germany,Female,36.0,2,"€99,806.85",1,Yes,Yes,"€36,976.52",0
15602312,Walkom,Spain,Male,33.0,5,"€150,092.80",1,No,No,"€71,862.79",0
15744689,T'ang,Germany,Male,35.0,9,"€92,833.89",1,No,No,"€99,449.86",1
15803526,Eremenko,Germany,Male,30.0,3,"€90,536.81",1,Yes,Yes,"€63,082.88",0
15665790,Rowntree,Germany,Male,39.0,7,"€108,055.10",2,No,No,"€27,231.26",0
15715951,Thorpe,France,Male,42.0,2,"€100,238.35",1,No,No,"€86,797.41",0
15591100,Chiemela,Spain,Male,36.0,9,"€106,190.55",1,Yes,Yes,"€22,994.32",0
15609618,Fanucci,Germany,Male,28.0,9,"€154,475.54",2,Yes,Yes,"€101,300.94",1
15675522,Ko,Germany,Female,30.0,9,"€132,351.29",2,Yes,Yes,"€74,169.13",0
15705512,Welch,Germany,Female,37.0,6,"€167,864.40",1,No,No,"€115,638.29",0
15698028,Duncan,France,Female,41.0,1,€0.00,2,No,No,"€31,766.30",0
15661670,Chidozie,Germany,Female,31.0,8,"€107,818.63",1,No,No,"€199,725.39",1
15600781,Wu,Germany,Male,34.0,4,"€185,173.81",2,No,No,"€120,834.48",0
15682472,Culbreth,French,Male,34.0,8,"€129,433.34",2,No,No,"€38,131.77",0
15580203,,Spain,Male,,6,"€120,193.42",1,No,No,"-€999,999",0
15690673,Cameron,French,Female,39.0,6,€0.00,2,No,No,"€141,069.88",0
15760085,Calabresi,Germany,Female,48.0,10,"€126,384.42",1,Yes,Yes,"€198,129.36",0
15779659,Zetticci,FRA,Female,28.0,3,€0.00,1,No,No,"€183,646.41",0
15627360,Fuller,France,Male,42.0,9,"€152,603.45",1,No,No,"€110,265.24",1
15671137,MacDonald,France,Female,52.0,1,€0.00,1,Yes,Yes,"€8,636.05",1
15782688,Piccio,Germany,Male,56.0,0,"€148,507.24",1,No,No,"€46,824.08",1
15575492,Kennedy,FRA,Female,41.0,7,€0.00,2,No,No,"€171,378.77",0
15591607,Fernie,FRA,Male,24.0,9,"€101,827.07",1,No,No,"€167,256.35",0
15740404,He,FRA,Female,34.0,3,€0.00,2,Yes,Yes,"€124,226.16",0
15718369,Kaodilinakachukwu,Germany,Female,33.0,9,"€130,862.43",1,Yes,Yes,"€114,935.21",0
15677871,Cocci,France,Male,38.0,9,"€122,570.87",1,Yes,Yes,"€35,608.88",0
15642004,Alekseeva,French,Male,25.0,1,€0.00,2,Yes,Yes,"€16,459.37",0
15712543,Chinweike,Germany,Male,39.0,7,"€124,828.46",2,Yes,Yes,"€124,411.08",0
15584518,Arthur,Germany,Female,50.0,5,"€144,895.05",2,Yes,Yes,"€34,941.23",0
15802381,Li,Germany,Female,34.0,5,"€63,663.93",1,Yes,Yes,"€167,784.28",0
15610156,Ma,FRA,Male,40.0,2,"€133,463.10",1,Yes,Yes,"€93,165.34",0
15594408,Chia,Spain,Female,48.0,2,"€213,146.20",1,No,No,"€75,161.25",1
15640905,Vasin,Spain,Female,35.0,1,"€129,490.36",2,Yes,Yes,"€8,590.83",1
15698932,Groves,Germany,Male,44.0,10,"€137,452.09",1,No,No,"€189,543.90",0
15724944,Tien,France,Male,34.0,7,€0.00,2,Yes,Yes,"€180,427.24",0
15628145,Forwood,FRA,Female,43.0,5,"€125,851.93",1,Yes,Yes,"€193,318.33",0
15713483,Greeves,Spain,Male,52.0,2,€0.00,1,No,No,"€159,123.82",1
15612350,Taylor,FRA,Female,31.0,5,"€40,915.55",1,No,No,"€126,213.84",1
15800703,Madukwe,Spain,Female,21.0,5,"€113,157.22",1,Yes,Yes,"€54,141.50",0
15705707,Bennelong,Spain,Female,29.0,8,"€138,296.94",2,No,No,"€141,075.51",0
15754105,Olisanugo,French,Male,37.0,5,"€106,967.18",1,No,No,"€24,495.03",0
15703264,Chukwufumnanya,France,Male,44.0,9,"€120,681.63",1,No,No,"€74,836.34",0
15794413,Harris,France,Male,32.0,0,€0.00,2,Yes,Yes,€878.87,0
15650237,Morgan,Spain,Female,32.0,7,€0.00,2,No,No,"€89,520.75",0
15759618,Alexeeva,French,Female,48.0,9,€0.00,1,No,No,"€149,892.79",1
15811589,Metcalfe,Spain,Male,42.0,8,€0.00,2,No,No,"€180,800.42",0
15689044,Humphries,France,Male,37.0,2,"€127,609.59",1,No,No,"€98,646.22",0
15709368,Milne,French,Female,43.0,6,€0.00,2,Yes,Yes,"€109,041.53",0
15679145,Chou,Spain,Male,57.0,7,€0.00,1,No,No,"€17,941.16",1
15655007,Li,French,Female,33.0,7,€0.00,2,No,No,"€82,996.47",0
15623595,Clayton,Spain,Female,28.0,2,€0.00,2,Yes,Yes,"€92,067.35",0
15589975,Maclean,French,Female,73.0,6,"€97,259.25",1,Yes,Yes,"€104,719.66",0
15804017,Chigolum,Germany,Female,33.0,4,"€123,246.70",1,No,No,"€112,687.57",0
15692132,Wilkinson,Spain,Female,22.0,6,"€101,060.25",1,Yes,Yes,"€84,699.56",0
15641122,Wei,French,Male,30.0,2,€0.00,2,No,No,"€83,473.82",0
15630910,Treacy,FRA,Female,49.0,7,"€108,007.36",1,No,No,"€47,125.11",0
15680772,Hu,Spain,Female,36.0,2,€0.00,2,Yes,Yes,"€106,977.80",0
15658929,Taverner,Spain,Male,29.0,0,"€133,702.89",1,No,No,"€55,582.54",1
15585388,Sherman,Germany,Male,31.0,9,"€125,189.75",2,Yes,Yes,"€139,874.43",0
15724623,Taubman,Germany,Female,24.0,7,"€113,034.22",1,No,No,"€162,503.48",1
15588537,Robinson,Spain,Female,41.0,9,"€109,013.23",1,No,No,"€196,499.96",0
15574692,Pinto,Spain,Female,39.0,2,€0.00,2,No,No,"€40,721.24",1
15611325,Wood,Germany,Male,24.0,9,"€57,929.81",2,No,No,"€53,134.30",0
15587562,Hawkins,French,Female,29.0,4,"€130,114.39",1,No,No,"€164,017.89",0
15613172,Sun,Germany,Male,27.0,5,"€95,826.49",2,No,No,"€155,996.96",0
15651022,Yost,Germany,Male,44.0,10,"€129,608.57",1,No,No,"€5,472.70",1
15586310,Ting,French,Male,30.0,4,"€169,462.09",1,No,No,"€112,187.11",0
15625524,Rowe,France,Male,40.0,5,€0.00,2,Yes,Yes,"€146,457.83",0
15755209,Fu,Spain,Female,35.0,7,"€133,868.21",1,Yes,Yes,"€27,286.10",0
15645248,Ho,French,Female,30.0,0,€0.00,2,Yes,Yes,"€130,553.47",0
15790355,Okechukwu,Germany,Male,36.0,5,"€190,479.48",2,No,No,"€179,351.89",0
15762615,Campbell,Spain,Female,40.0,8,"€101,993.12",1,Yes,Yes,"€94,774.12",0
15625426,Ashbolt,Germany,Female,55.0,3,"€161,608.81",1,No,No,"€8,080.85",1
15716334,Rozier,Spain,Female,45.0,2,"€122,311.21",1,Yes,Yes,"€19,482.50",0
15789669,Hsia,FRA,Male,65.0,2,€0.00,2,Yes,Yes,"€48,071.61",0
15621075,Ogbonnaya,Germany,Female,45.0,1,"€162,150.42",2,No,No,"€174,531.27",0
15810845,T'ang,FRA,Male,42.0,2,€0.00,2,Yes,Yes,"€55,470.78",0
15719377,Cocci,French,Female,50.0,4,€0.00,1,Yes,Yes,"€8,546.87",1
15654506,Chang,France,Male,32.0,8,€0.00,2,No,No,"€95,857.18",0
15771977,T'ao,FRA,Female,39.0,1,"€99,010.67",1,No,No,"€194,945.80",0
15708710,Ford,Spain,Female,37.0,0,€0.00,1,Yes,Yes,"€131,521.72",0
15726676,Marshall,Spain,Male,30.0,5,€0.00,2,Yes,Yes,"€196,108.51",0
15587421,Tsai,Germany,Female,34.0,7,"€111,388.18",2,No,No,"€148,564.76",0
15726931,Onwumelu,FRA,Female,41.0,8,"€56,214.85",2,No,No,"€92,982.61",1
15771086,Graham,French,Female,36.0,3,"€84,327.77",2,No,No,"€17,675.36",0
15756850,Golovanov,French,Male,40.0,1,€0.00,2,No,No,"€114,996.43",0
15702741,Potts,French,Male,32.0,8,"€93,012.89",1,No,No,"€86,957.42",0
15679200,Crawford,Spain,Male,29.0,9,"€61,710.44",2,No,No,"€128,077.80",0
15594815,Aleshire,France,Male,35.0,3,"€174,790.15",1,Yes,Yes,€600.36,0
15635905,Moran,Spain,Female,32.0,6,€0.00,2,Yes,Yes,"€43,001.46",0
15777892,Samsonova,Germany,Male,37.0,3,"€107,720.64",1,Yes,Yes,"€158,591.12",0
15656176,Jenkins,France,Male,57.0,10,€0.00,2,Yes,Yes,"€47,847.19",0
15811127,Volkov,FRA,Male,35.0,6,"€96,423.84",1,No,No,"€10,488.44",0
15604482,Chiemezie,Spain,Male,30.0,2,"€141,040.01",1,Yes,Yes,"€5,978.20",0
15622911,Jude,FRA,Male,42.0,4,"€105,420.18",1,Yes,Yes,"€121,409.06",0
15600974,He,Spain,Male,50.0,5,€0.00,1,Yes,Yes,"€146,145.93",1
15727868,Onuora,France,Female,38.0,2,"€129,022.06",2,Yes,Yes,"€14,374.86",1
15627801,Ginikanwa,Spain,Male,33.0,3,"€176,666.62",1,No,No,"€94,670.77",0
15773039,Ku,France,Male,37.0,3,€0.00,1,Yes,Yes,"€179,670.31",0
15755262,McDonald,Spain,Female,41.0,3,"€89,763.84",1,No,No,"€199,304.74",1
15679531,Collins,France,Male,34.0,5,"€134,954.53",1,Yes,Yes,"€151,954.39",0
15684181,Hackett,French,Male,45.0,5,€0.00,1,No,No,"€142,513.50",1
15612087,Dike,France,Male,45.0,2,"€106,376.85",1,Yes,Yes,"€158,264.62",0
15752047,Trevisano,Germany,Male,33.0,2,"€161,814.64",2,No,No,"€169,381.90",0
15624592,Tan,French,Male,31.0,8,€0.00,2,Yes,Yes,"€169,915.02",0
15573152,Glassman,French,Female,41.0,9,€0.00,2,No,No,"€88,852.47",0
15594917,Miller,French,Female,34.0,1,"€63,095.01",1,Yes,Yes,"€40,645.81",0
15785542,Kornilova,Germany,Male,26.0,4,"€118,287.01",2,No,No,"€60,427.30",0
15723488,Watson,Germany,Male,47.0,7,"€106,854.21",1,Yes,Yes,"€157,959.02",1
15680920,Marchesi,French,Male,46.0,7,"€49,512.55",1,No,No,"€133,007.34",0
15786308,Millar,Spain,Female,33.0,9,€0.00,2,No,No,"€176,576.62",0
15659366,Shih,FRA,Male,43.0,1,"€105,799.32",2,No,No,"€34,888.04",1
15774854,Fuller,FRA,Male,54.0,8,€0.00,1,Yes,Yes,"€28,737.71",1
15725311,Hay,France,Female,31.0,9,"€114,722.05",2,Yes,Yes,"€98,178.57",0
15787155,Yang,Spain,Male,30.0,7,€0.00,1,Yes,Yes,"€125,010.24",0
15727829,McIntyre,FRA,Male,42.0,2,€0.00,2,Yes,Yes,"€167,984.61",0
15733247,Stevenson,France,Male,33.0,10,€0.00,1,No,No,"€4,861.72",1
15568748,Poole,Germany,Male,45.0,6,"€99,564.22",1,Yes,Yes,"€108,872.45",1
15699029,Bagley,FRA,Male,37.0,4,"€170,557.91",2,No,No,"€198,252.88",0
15774393,Ch'ien,French,Female,30.0,9,€0.00,2,Yes,Yes,"€26,960.31",0
15676895,Cattaneo,Germany,Female,39.0,6,"€74,596.15",3,Yes,Yes,"€85,746.52",1
15637753,O'Sullivan,Germany,Male,50.0,2,"€96,888.39",1,No,No,"€77,206.25",1
15605461,Lucas,Germany,Female,29.0,3,"€130,830.22",1,No,No,"€61,048.53",0
15808473,Ringrose,France,Male,72.0,1,€0.00,2,Yes,Yes,"€111,981.19",0
15627000,Freeman,FRA,Male,40.0,0,€0.00,2,No,No,"€62,232.60",0
15787174,Sergeyev,French,Female,37.0,1,€0.00,2,Yes,Yes,"€156,105.03",0
15723886,Fiore,Germany,Male,20.0,3,"€119,714.25",2,Yes,Yes,"€150,135.38",0
15704769,Smith,French,Female,67.0,5,"€113,978.97",2,Yes,Yes,"€93,146.11",0
15772896,Dumetochukwu,Germany,Male,42.0,6,"€100,160.75",1,No,No,"€33,462.94",1
15711540,Pacheco,France,Female,29.0,2,€0.00,1,Yes,Yes,"€144,375.00",0
15764866,Synnot,Germany,Female,43.0,3,"€116,220.50",3,No,No,"€55,803.96",1
15794056,Johnston,France,Female,46.0,2,€0.00,3,No,No,"€89,048.46",1
15795149,Stevens,FRA,Male,28.0,2,"€81,173.83",2,Yes,Yes,"€162,812.16",0
15812009,Grant,Spain,Male,38.0,4,€0.00,2,No,No,"€136,259.65",0
15651001,Tsao,Germany,Female,39.0,5,"€116,803.80",1,No,No,"€124,052.97",0
15813844,Barnes,FRA,Male,37.0,8,"€105,961.68",2,Yes,Yes,"€74,158.80",0
15596175,McIntosh,Germany,Male,67.0,6,"€117,411.60",1,Yes,Yes,"€45,071.09",1
15576269,Madison,Spain,Male,34.0,7,€0.00,2,No,No,"€62,030.06",0
15797219,Ifesinachi,France,Female,40.0,10,"€123,497.58",1,No,No,"€131,953.23",1
15685500,Glazkov,Germany,Male,26.0,7,"€152,400.51",2,No,No,"€79,414.00",0
15599792,Dimauro,FRA,Female,26.0,1,€0.00,2,Yes,Yes,"€199,638.56",0
15657566,Wieck,Germany,Male,24.0,8,"€103,097.85",1,Yes,Yes,"€157,577.29",0
15772423,Liao,Germany,Male,54.0,8,"€126,418.14",1,No,No,"€134,420.75",1
15628112,Hughes,Germany,Female,36.0,5,"€77,846.90",1,No,No,"€99,805.99",0
15753754,Morrison,Spain,Female,34.0,1,€0.00,2,Yes,Yes,"€97,932.68",0
15793726,Matveyeva,France,Female,79.0,0,€0.00,2,Yes,Yes,"€170,968.99",0
15694717,Ku,Germany,Male,37.0,2,"€79,731.91",1,Yes,Yes,"€57,558.95",0
15665834,Cheatham,Spain,Male,28.0,8,€0.00,1,No,No,"€176,713.47",0
15765297,Yao,Spain,Male,41.0,0,€0.00,2,Yes,Yes,"€34,283.23",0
15636684,Kirkland,FRA,Male,34.0,10,€0.00,2,Yes,Yes,"€198,637.34",0
15592979,Rose,Germany,Female,34.0,6,"€37,266.67",2,No,No,"€156,917.12",0
15750803,Jess,FRA,Female,30.0,6,"€127,992.25",1,Yes,Yes,"€50,457.20",0
15607178,Welch,Germany,Male,38.0,3,"€54,901.01",1,Yes,Yes,"€140,075.55",0
15713853,Ifeajuna,Germany,Male,42.0,9,"€108,748.08",2,Yes,Yes,"€65,323.11",0
15673481,Morton,Spain,Female,48.0,6,"€99,906.19",1,No,No,"€64,323.24",0
15686776,Rossi,FRA,Female,32.0,6,"€184,686.41",2,No,No,"€14,956.44",0
15673693,Reppert,France,Female,26.0,0,"€110,654.02",1,Yes,Yes,"€111,879.21",0
15700696,Kang,Spain,Male,31.0,9,"€79,019.80",1,Yes,Yes,"€18,606.23",0
15813163,Ch'iu,Spain,Female,36.0,9,"€99,240.51",1,No,No,"€123,137.01",0
15653857,Wallis,French,Male,34.0,2,€0.00,2,Yes,Yes,"€148,528.24",0
15777076,Clark,France,Male,36.0,7,€0.00,2,No,No,"€13,898.31",0
15717398,Fielding,Spain,Female,39.0,7,€0.00,1,No,No,"€81,259.25",1
15799217,Zetticci,Germany,Female,35.0,7,"€52,436.20",1,No,No,"€161,051.75",0
15787071,Dulhunty,Spain,Male,41.0,9,€0.00,2,Yes,Yes,"€191,599.67",0
15619955,Bevington,Germany,Male,34.0,3,"€100,337.96",3,No,No,"€48,559.19",1
15796505,Boyle,Germany,Female,34.0,1,"€149,297.19",2,Yes,Yes,"€186,339.74",0
15725166,Newton,French,Male,30.0,8,€0.00,2,No,No,"€33,159.37",0
15800116,Bowman,Germany,Male,28.0,4,"€145,605.44",1,Yes,Yes,"€93,883.53",0
15758685,Dubinina,Spain,Female,37.0,7,€0.00,2,Yes,Yes,"€110,899.30",0
15694456,Toscani,French,Male,62.0,3,€0.00,1,Yes,Yes,"€11,199.04",1
15767339,Chiazagomekpere,French,Female,53.0,10,€0.00,2,No,No,"€189,992.97",0
15683562,Allen,French,Male,35.0,6,"€84,026.86",1,Yes,Yes,"€164,255.69",0
15782210,K'ung,French,Male,46.0,1,€0.00,1,No,No,"€152,167.79",1
15668893,Wilsmore,France,Male,39.0,8,€0.00,2,Yes,Yes,"€33,949.67",0
15669169,Hargreaves,Spain,Male,29.0,10,€0.00,2,Yes,Yes,"€68,143.93",0
15643024,Huang,Germany,Male,35.0,4,"€138,718.92",1,Yes,Yes,"€47,251.79",1
15699389,Ch'ien,French,Male,42.0,7,"€118,274.71",1,Yes,Yes,"€25,885.72",0
15708608,Wallwork,FRA,Female,22.0,8,"€174,185.98",2,Yes,Yes,"€192,633.85",0
15626144,Chu,French,Male,40.0,7,"€113,208.86",2,No,No,"€34,577.36",0
15573112,Kang,Spain,Male,29.0,5,"€103,907.28",1,No,No,"€161,229.84",0
15790678,Davidson,FRA,Female,32.0,8,"€119,023.28",1,No,No,"€100,816.29",0
15727556,O'Donnell,Spain,Female,26.0,5,"€166,297.89",1,Yes,Yes,"€181,694.44",0
15697307,Nnachetam,Spain,Male,34.0,10,€0.00,2,No,No,"€79,078.91",0
15652266,Chidiebele,Germany,Male,42.0,9,"€63,227.00",1,Yes,Yes,"€137,316.32",0
15607098,Ahmed,Spain,Female,41.0,5,"€94,521.17",2,No,No,"€194,926.86",0
15655774,Booth,French,Male,27.0,7,€0.00,2,No,No,"€51,285.49",0
15590241,Chuang,Spain,Female,34.0,9,"€112,822.26",1,No,No,"€150,401.53",1
15785819,Shao,FRA,Male,38.0,3,€0.00,2,Yes,Yes,"€112,491.96",0
15723654,Tsao,French,Male,25.0,2,"€135,903.33",1,No,No,"€73,656.38",0
15774510,Tien,FRA,Female,31.0,4,"€125,169.26",1,Yes,Yes,"€106,636.89",0
